anime_id,anime_name,recommendation_count
9656,Kimi ni Todoke 2nd Season,1879
9724,Break Blade 5: Shisen no Hate,13
9734,K-On!!: Keikaku!,37
9736,Astarotte no Omocha!,6
9756,Mahou Shoujo Madoka★Magica,5752
9760,Hoshi wo Ou Kodomo,16
9776,A-Channel,1
9790,Sora no Otoshimono: Tokeijikake no Angeloid,31
9863,SKET Dance,1
9919,Ao no Exorcist,7978
9926,Sekaiichi Hatsukoi,1185
9936,Maken-Ki!,17
9941,Tiger &amp; Bunny,5
9963,Detective Conan Movie 15: Quarter of Silence,57
9969,Gintama&#039;,369
9982,Fairy Tail OVA,65
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,6665
9999,One Piece 3D: Mugiwara Chase,38
10012,Carnival Phantasm,59
10017,Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,8
10020,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,150
10029,Coquelicot-zaka kara,11
10030,Bakuman. 2nd Season,999
10049,Nurarihyon no Mago: Sennen Makyou,12
10067,Angel Beats!: Another Epilogue,496
10075,Naruto x UT,21
10079,Hoshizora e Kakaru Hashi,20
10080,Kami nomi zo Shiru Sekai II,994
10087,Fate/Zero,933
10092,Break Blade 6: Doukoku no Toride,9
10110,Mayo Chiki!,432
10119,Seitokai Yakuindomo OVA,1
10155,Dog Days,12
10161,No.6,1182
10162,Usagi Drop,528
10163,C: The Money of Soul and Possibility Control,139
10165,Nichijou,493
10209,Kore wa Zombie Desu ka? OVA,28
10213,Maji de Watashi ni Koi Shinasai!,40
10218,Berserk: Ougon Jidai-hen I - Haou no Tamago,15
10278,The iDOLM@STER,9
10321,Uta no☆Prince-sama♪ Maji Love 1000%,230
10357,Jinrui wa Suitai Shimashita,6
10378,Shinryaku!? Ika Musume,1
10379,Natsume Yuujinchou San,314
10396,Ben-To,67
10397,Mashiro-iro Symphony: The Color of Lovers,17
10408,Hotarubi no Mori e,841
10418,Deadman Wonderland OVA,6
10456,Kyoukaisenjou no Horizon,8
10460,Kimi to Boku.,1
10490,Blood-C,2
10491,Higurashi no Naku Koro ni Kira,6
10495,Yuru Yuri,216
10521,Working&#039;!!,140
10568,Kamisama no Memochou,41
10578,C³,16
10588,Persona 4 the Animation,8
10589,Naruto: Shippuuden Movie 5 - Blood Prison,690
10620,Mirai Nikki (TV),8722
10638,Denpa Onna to Seishun Otoko Special,1
10659,Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,25
10686,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,63
10719,Boku wa Tomodachi ga Sukunai,1481
10721,Mawaru Penguindrum,52
10790,Kore wa Zombie Desu ka? of the Dead,664
10793,Guilty Crown,3642
10794,IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,5
10800,Chihayafuru,145
10805,Kami nomi zo Shiru Sekai: 4-nin to Idol,23
10863,Steins;Gate: Oukoubakko no Poriomania,2154
10897,Boku wa Tomodachi ga Sukunai Episode 0,17
11013,Inu x Boku SS,676
11061,Hunter x Hunter (2011),2872
11111,Another,6678
11113,Usagi Drop Specials,1
11123,Sekaiichi Hatsukoi 2,1017
11179,Papa no Iukoto wo Kikinasai!,63
11235,Amagami SS+ Plus,10
11241,Brave 10,2
11266,Ao no Exorcist: Kuro no Iede,5
11285,Black★Rock Shooter (TV),213
11319,Zero no Tsukaima F,1464
11359,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,4
11433,Ano Natsu de Matteru,175
11499,Sankarea,399
11553,Toradora!: Bentou no Gokui,26
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,1790
11597,Nisemonogatari,896
11617,High School DxD,2382
11633,Blood Lad,403
11665,Natsume Yuujinchou Shi,245
11701,Another: The Other - Inga,36
11703,Code:Breaker,14
11737,Ao no Exorcist Movie,27
11741,Fate/Zero 2nd Season,1489
11743,Toaru Majutsu no Index: Endymion no Kiseki,4
11757,Sword Art Online,6166
11759,Accel World,1530
11761,Medaka Box,7
11771,Kuroko no Basket,1499
11783,Dog Days&#039;,1
11785,Haiyore! Nyaruko-san,65
11843,Danshi Koukousei no Nichijou,864
11887,Kokoro Connect,1239
11933,Oda Nobuna no Yabou,127
11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,30
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,20
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,364
12049,Fairy Tail Movie 1: Houou no Miko,76
12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,6
12115,Berserk: Ougon Jidai-hen III - Kourin,3
12117,Detective Conan Movie 16: The Eleventh Striker,30
12175,Koi to Senkyo to Chocolate,11
12187,Carnival Phantasm EX Season,1
12189,Hyouka,1572
12231,Dragon Ball: Episode of Bardock,43
12291,Acchi Kocchi (TV),29
12293,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,227
12355,Ookami Kodomo no Ame to Yuki,1410
12365,Bakuman. 3rd Season,767
12403,Yuru Yuri♪♪,103
12413,Jormungand,56
12445,Tasogare Otome x Amnesia,145
12467,Nazo no Kanojo X,2
12477,Sakasama no Patema,5
12531,Sakamichi no Apollon,157
12549,"Dakara Boku wa, H ga Dekinai.",259
12565,Fate/Prototype,11
12685,Code Geass: Nunnally in Wonderland,60
12711,Uta no☆Prince-sama♪ Maji Love 2000%,4
12729,High School DxD OVA,6
12859,One Piece Film: Z,361
12967,Arcana Famiglia,2
13055,Sankarea OVA,3
13125,Shinsekai yori,487
13161,Hagure Yuusha no Aesthetica,182
13331,Jormungand: Perfect Order,9
13333,Tari Tari,2
13357,High School DxD Specials,21
13367,"Kono Naka ni Hitori, Imouto ga Iru!",24
13411,Guilty Crown: Lost Christmas,1
13469,Hyouka: Motsubeki Mono wa,8
13535,Binbougami ga!,39
13599,Robotics;Notes,7
13601,Psycho-Pass,4420
13655,Little Busters!,38
13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,777
13663,To LOVE-Ru Darkness,287
13667,Naruto: Shippuuden Movie 6 - Road to Ninja,670
13759,Sakurasou no Pet na Kanojo,2604
13939,Accel World EX,3
14027,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,17
14075,Zetsuen no Tempest,552
14131,Girls und Panzer,24
14189,Tasogare Otome x Amnesia: Taima Otome,1
14199,Oniichan dakedo Ai Sae Areba Kankeinai yo ne!,22
14227,Tonari no Kaibutsu-kun,2639
14289,Sukitte Ii na yo.,1608
14345,Btooom!,1991
14349,Little Witch Academia,86
14353,Death Billiards,28
14397,Chihayafuru 2,35
14467,K,1037
14513,Magi: The Labyrinth of Magic,1719
14527,Medaka Box Abnormal,1
14713,Kamisama Hajimemashita,1029
14719,JoJo no Kimyou na Bouken (TV),512
14735,Detective Conan Movie 17: Private Eye in the Distant Sea,5
14741,Chuunibyou demo Koi ga Shitai!,2602
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,160
14807,Kara no Kyoukai: Mirai Fukuin,42
14811,GJ-bu,8
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,1627
14829,Fate/kaleid liner Prisma☆Illya,32
14833,Maoyuu Maou Yuusha,119
14837,Dragon Ball Z Movie 14: Kami to Kami,368
14967,Boku wa Tomodachi ga Sukunai Next,1053
15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,5
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,4
15051,Love Live! School Idol Project,107
15085,Amnesia,42
15117,Kami nomi zo Shiru Sekai: Tenri-hen,58
15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,89
15225,Hentai Ouji to Warawanai Neko.,536
15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,528
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,21
15335,Gintama Movie: Kanketsu-hen - Yorozuya yo Eien Nare,198
15379,Kotoura-san,20
15417,Gintama&#039;: Enchousen,235
15437,Kore wa Zombie Desu ka? of the Dead OVA,10
15451,High School DxD New,1317
15583,Date A Live,1228
15605,Brothers Conflict,2
15613,Hakkenden: Touhou Hakken Ibun,1
15687,Chuunibyou demo Koi ga Shitai! Lite,8
15689,Nekomonogatari: Kuro,1065
15699,Haiyore! Nyaruko-san W,9
15809,Hataraku Maou-sama!,2313
15911,Yuyushiki,2
16001,Kokoro Connect: Michi Random,163
16009,Kamisama no Inai Nichiyoubi,13
16011,Tokyo Ravens,160
16035,Karneval (TV),38
16049,Toaru Kagaku no Railgun S,121
16067,Nagi no Asukara,347
16239,One Piece: Episode of Luffy - Hand Island no Bouken,16
16353,Love Lab,12
16417,Tamako Market,23
16444,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,1
16468,One Piece: Glorious Island,1
16498,Shingeki no Kyojin,9505
16512,Devil Survivor 2 The Animation,3
16524,Suisei no Gargantia,238
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,750
16662,Kaze Tachinu,35
16668,Kakumeiki Valvrave,41
16706,Kami nomi zo Shiru Sekai: Megami-hen,518
16732,Kiniro Mosaic,6
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,367
16762,Mirai Nikki Redial,132
16782,Kotonoha no Niwa,660
16870,The Last: Naruto the Movie,90
16894,Kuroko no Basket 2nd Season,1646
16904,K: Missing Kings,3
16916,Kuroko no Basket: Tip Off,41
16918,Gin no Saji,51
16934,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,27
17074,Monogatari Series: Second Season,1155
17247,Machine-Doll wa Kizutsukanai,107
17265,Log Horizon,2362
17513,Diabolik Lovers,6
17549,Non Non Biyori,95
17641,Date A Live: Date to Date,19
17729,Grisaia no Kajitsu,214
17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",2
17895,Golden Time,807
17909,Uchouten Kazoku,1
18001,Freezing Vibration,1
18095,Nourin,1
18115,Magi: The Kingdom of Magic,1001
18119,Servant x Service,12
18139,Tonari no Seki-kun,6
18153,Kyoukai no Kanata,1409
18179,Yowamushi Pedal,43
18195,Little Busters!: Refrain,4
18229,Gatchaman Crowds,7
18245,White Album 2,1
18247,IS: Infinite Stratos 2,127
18277,Strike the Blood,362
18295,Kakumeiki Valvrave 2nd Season,8
18393,Fairy Tail x Rave,3
18397,Shingeki no Kyojin OVA,6
18441,Blood Lad: Wagahai wa Neko de wa Nai,1
18507,Free!,1562
18671,Chuunibyou demo Koi ga Shitai! Ren,530
18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,28
18679,Kill la Kill,4267
18689,Diamond no Ace,8
18753,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,20
18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,7
18893,Aoki Hagane no Arpeggio: Ars Nova,4
18897,Nisekoi,1434
19111,Love Live! School Idol Project 2nd Season,28
19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,1
19163,Date A Live II,384
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",368
19285,Shingeki no Kyojin: Ano Hi Kara,2
19363,Gin no Saji 2nd Season,21
19369,Outbreak Company,85
19429,Akuma no Riddle,9
19647,Hajime no Ippo: Rising,100
19685,Kanojo ga Flag wo Oraretara,3
19769,Mahou Sensou,1
19775,Sidonia no Kishi,20
19815,No Game No Life,5863
20021,Sword Art Online: Extra Edition,71
20031,D-Frag!,136
20047,Sakura Trick,15
20057,Space☆Dandy,8
20159,Pokemon: The Origin,120
20457,"Inari, Konkon, Koi Iroha.",1
20507,Noragami,3563
20509,Fate/kaleid liner Prisma☆Illya 2wei!,3
20541,Mikakunin de Shinkoukei,80
20583,Haikyuu!!,1764
20689,Hamatora The Animation,21
20767,Noragami OVA,10
20785,Mahouka Koukou no Rettousei,685
20787,Black Bullet,1166
20847,Seitokai Yakuindomo*,19
20853,Hitsugi no Chaika,133
20899,JoJo no Kimyou na Bouken: Stardust Crusaders,113
21033,Seikoku no Dragonar,1
21085,Witch Craft Works,21
21105,Love Stage!!,103
21273,Gochuumon wa Usagi Desu ka?,10
21327,Isshuukan Friends.,90
21329,Mushishi Special: Hihamukage,4
21339,Psycho-Pass Movie,1
21353,Tokyo ESP,2
21405,Bokura wa Minna Kawaisou,281
21431,Gokukoku no Brynhildr,88
21507,Soul Eater NOT!,2
21561,Ryuugajou Nanana no Maizoukin (TV),21
21603,Mekakucity Actors,62
21659,Kill la Kill Special,7
21843,Shingeki no Bahamut: Genesis,21
21855,Hanamonogatari,486
21863,Mangaka-san to Assistant-san to The Animation,31
21881,Sword Art Online II,4596
21939,Mushishi Zoku Shou,62
21995,Ao Haru Ride,815
22043,Fairy Tail (2014),8
22101,Soredemo Sekai wa Utsukushii,8
22135,Ping Pong The Animation,1
22145,Kuroshitsuji: Book of Circus,363
22147,Amagi Brilliant Park,345
22199,Akame ga Kill!,3338
22265,Free!: Eternal Summer,475
22273,Selector Infected WIXOSS,1
22297,Fate/stay night: Unlimited Blade Works,1944
22319,Tokyo Ghoul,4254
22535,Kiseijuu: Sei no Kakuritsu,3937
22663,Seiken Tsukai no World Break,22
22729,Aldnoah.Zero,490
22789,Barakamon,622
22865,Rokujouma no Shinryakusha!? (TV),7
22877,Seirei Tsukai no Blade Dance,52
23199,Durarara!!x2 Shou,346
23233,Shinmai Maou no Testament,135
23251,Gugure! Kokkuri-san,3
23273,Shigatsu wa Kimi no Uso,2075
23277,Saenai Heroine no Sodatekata,97
23281,Psycho-Pass 2,352
23283,Zankyou no Terror,2629
23289,Gekkan Shoujo Nozaki-kun,1282
23321,Log Horizon 2nd Season,177
23421,Re:␣Hamatora,1
23623,Non Non Biyori Repeat,4
23673,Ookami Shoujo to Kuro Ouji,197
23755,Nanatsu no Taizai,1474
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,596
24133,Taimadou Gakuen 35 Shiken Shoutai,6
24227,Nisekoi OVA,1
24231,Hitsugi no Chaika: Avenging Battle,8
24415,Kuroko no Basket 3rd Season,1190
24439,Kekkai Sensen,82
24455,Madan no Ou to Vanadis,45
24701,Mushishi Zoku Shou 2nd Season,3
24703,High School DxD BorN,295
24765,Gakkougurashi!,23
24833,Ansatsu Kyoushitsu (TV),446
25013,Akatsuki no Yona,177
25157,Trinity Seven,305
25159,Inou-Battle wa Nichijou-kei no Naka de,70
25161,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,19
25183,Gangsta.,130
25389,Dragon Ball Z Movie 15: Fukkatsu no F,17
25397,Absolute Duo,74
25681,Kamisama Hajimemashita◎,27
25731,Cross Ange: Tenshi to Ryuu no Rondo,1
25781,Shingeki no Kyojin: Kuinaki Sentaku,2
25835,Shirobako,19
25879,Working!!!,14
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,39
26243,Owari no Seraph,656
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,65
26441,Junketsu no Maria,1
27631,God Eater,45
27655,Aldnoah.Zero 2nd Season,60
27775,Plastic Memories,168
27787,Nisekoi:,158
27821,Fate/stay night: Unlimited Blade Works - Prologue,695
27831,Durarara!!x2 Ten,53
27833,Durarara!!x2 Ketsu,10
27899,Tokyo Ghoul √A,2783
27989,Hibike! Euphonium,48
27991,K: Return of Kings,4
28025,Tsukimonogatari,354
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,1120
28171,Shokugeki no Souma,1373
28223,Death Parade,2714
28249,Arslan Senki (TV),20
28297,Ore Monogatari!!,99
28497,Rokka no Yuusha,392
28617,Punch Line,1
28623,Koutetsujou no Kabaneri,263
28677,Yamada-kun to 7-nin no Majo (TV),245
28701,Fate/stay night: Unlimited Blade Works 2nd Season,1472
28755,Boruto: Naruto the Movie,11
28805,Bakemono no Ko,1
28819,Okusama ga Seitokaichou!,3
28825,Himouto! Umaru-chan,42
28891,Haikyuu!! Second Season,680
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",581
28927,Owari no Seraph: Nagoya Kessen-hen,160
28977,Gintama°,41
28999,Charlotte,734
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,5
29093,Grisaia no Meikyuu: Caprice no Mayu 0,28
29095,Grisaia no Rakuen,86
29317,Saenai Heroine no Sodatekata: Ai to Seishun no Service Kai,1
29785,Jitsu wa Watashi wa,3
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,105
29803,Overlord,671
29854,Ushio to Tora (TV),1
30015,ReLIFE,224
30123,Akagami no Shirayuki-hime,21
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,8
30240,Prison School,317
30276,One Punch Man,3049
30296,Rakudai Kishi no Cavalry,163
30307,Monster Musume no Iru Nichijou,90
30503,Noragami Aragoto,847
30544,Gakusen Toshi Asterisk,60
30654,Ansatsu Kyoushitsu (TV) 2nd Season,48
30831,Kono Subarashii Sekai ni Shukufuku wo!,415
31043,Boku dake ga Inai Machi,1661
31163,Dimension W,17
31173,Akagami no Shirayuki-hime 2nd Season,3
31181,Owarimonogatari,156
31240,Re:Zero kara Hajimeru Isekai Seikatsu,987
31376,Flying Witch,4
31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,12
31442,Musaigen no Phantom World,26
31478,Bungou Stray Dogs,27
31580,Ajin,8
31636,Dagashi Kashi,5
31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",240
31704,One Punch Man: Road to Hero,9
31737,Gakusen Toshi Asterisk 2nd Season,4
31798,Kiznaiver,68
31859,Hai to Gensou no Grimgar,292
31953,New Game!,4
31964,Boku no Hero Academia,842
32093,Tanaka-kun wa Itsumo Kedaruge,2
32182,Mob Psycho 100,183
32282,Shokugeki no Souma: Ni no Sara,183
32542,Sakamoto desu ga?,9
32729,Orange,5
